t,dt,cost,slope
4.37935,0.00011,446175.22870,3881.28939
4.37947,0.00011,450712.59969,3920.42335
4.37958,0.00011,455282.60012,3960.31135
4.37969,0.00011,460009.68190,4001.43186
4.37980,0.00011,464546.12680,4042.05307
4.37991,0.00011,469292.36150,4083.38571
4.38001,0.00011,474035.30968,4125.16899
4.38012,0.00011,478800.38936,4167.51015
4.38023,0.00011,483600.27644,4209.81145
4.38033,0.00010,488506.93156,4252.65323
4.38043,0.00010,493443.24306,4295.94307
4.38054,0.00010,498409.75232,4339.40035
4.38064,0.00010,503410.23918,4383.48197
4.38074,0.00010,508588.97926,4428.77178
4.38084,0.00010,513679.83753,4473.84988
4.38093,0.00010,518892.97635,4519.69776
4.38103,0.00010,524082.48955,4565.37216
4.38113,0.00010,529475.87241,4612.58024
4.38122,0.00010,534725.40295,4659.20331
4.38132,0.00009,540217.18107,4706.86488
4.38141,0.00009,545622.43273,4754.57176
4.38150,0.00009,551206.43865,4803.81430
4.38160,0.00009,556667.67261,4854.34050
4.38169,0.00009,562321.95758,4902.39184
4.38178,0.00009,567978.61089,4950.72086
4.38186,0.00009,573794.50597,4999.91683
4.38195,0.00009,579571.22241,5049.59675
4.38204,0.00009,585346.70705,5099.38911
4.38213,0.00009,591274.16776,5149.92183
4.38221,0.00009,597375.06736,5202.21584
4.38230,0.00008,603281.42725,5253.94019
4.38238,0.00008,609457.15523,5306.89751
4.38246,0.00008,615703.16829,5361.03732
4.38254,0.00008,621720.77119,5415.22360
4.38263,0.00008,627985.58528,5469.16232
4.38271,0.00008,634371.81844,5524.31464
4.38279,0.00008,640915.72946,5580.94547
4.38286,0.00008,647241.79317,5637.00066
4.38294,0.00008,653782.08231,5693.40781
4.38302,0.00008,660353.00906,5750.32654
4.38310,0.00008,667069.86911,5808.16239
4.38317,0.00008,673731.27861,5865.97364
4.38325,0.00007,680798.17834,5925.85655
4.38332,0.00007,687446.64143,5985.42144
4.38339,0.00007,694403.05601,6045.39507
4.38347,0.00007,701406.15739,6106.09191
4.38354,0.00007,708677.42333,6168.28269
4.38361,0.00007,715675.09495,6230.68203
4.38368,0.00007,722979.64496,6293.56390
4.38375,0.00007,730205.49057,6357.17683
4.38382,0.00007,737824.21748,6422.68727
4.38389,0.00007,745024.61811,6487.64425
4.38395,0.00007,752546.12224,6552.55352
4.38402,0.00007,760161.22562,6618.43362
4.38409,0.00007,767872.11785,6685.04646
4.38415,0.00007,775659.85224,6753.07197
4.38422,0.00007,783445.35727,6821.34825
4.38428,0.00006,791381.59480,6889.94547
4.38435,0.00006,799342.83430,6959.11165
4.38441,0.00006,807689.20616,7031.62273
4.38447,0.00006,815732.56899,7103.18307
4.38453,0.00006,823851.36357,7175.18619
4.38460,0.00006,832146.05075,7248.38707
4.38466,0.00006,840518.34669,7320.79963
4.38472,0.00006,849123.05813,7394.58053
4.38478,0.00006,857645.90956,7468.99792
4.38483,0.00006,866341.62471,7545.30380
4.38489,0.00006,875021.46815,7620.93597
4.38495,0.00006,883832.73783,7697.17246
4.38501,0.00006,893129.67127,7776.34743
4.38506,0.00006,901836.24163,7854.44563
4.38512,0.00006,910962.15445,7932.90476
4.38518,0.00006,920193.16248,8014.10280
4.38523,0.00005,929436.18644,8094.26860
4.38528,0.00005,938923.11803,8175.94514
4.38534,0.00005,948280.17615,8257.49058
4.38539,0.00005,957928.72351,8341.58753
4.38544,0.00005,967582.02764,8425.32210
4.38550,0.00005,977325.06743,8510.20802
4.38555,0.00005,987653.05771,8598.39140
4.38560,0.00005,997169.81795,8685.96776
4.38565,0.00005,1008097.32406,8778.30917
4.38570,0.00005,1017448.55654,8865.80229
4.38575,0.00005,1027154.63365,8950.56785
4.38580,0.00005,1037531.62718,9036.66458
4.38585,0.00005,1048072.71790,9124.49488
4.38590,0.00005,1058672.73030,9213.19844
4.38594,0.00005,1069577.98157,9304.53178
4.38599,0.00005,1080268.36994,9395.96010
4.38604,0.00005,1091354.98911,9491.48151
4.38608,0.00005,1102466.17971,9587.94556
4.38613,0.00005,1113654.52374,9685.00525
4.38617,0.00005,1125030.83855,9783.72059
4.38622,0.00004,1136342.17969,9882.83647
4.38626,0.00004,1147807.65112,9983.64248
4.38631,0.00004,1159577.69557,10086.26616
4.38635,0.00004,1171160.59675,10189.24752
4.38639,0.00004,1182893.81013,10292.16222
4.38644,0.00004,1194977.71601,10396.82063
4.38648,0.00004,1207011.08853,10504.79000
4.38652,0.00004,1219108.32767,10611.19336
4.38656,0.00004,1231641.64964,10720.22753
4.38660,0.00004,1243944.51032,10829.61435
4.38664,0.00004,1256613.23270,10940.43032
4.38668,0.00004,1269419.43386,11053.72029
4.38672,0.00004,1282047.98243,11165.96556
4.38676,0.00004,1294918.30476,11279.28062
4.38680,0.00004,1308256.26197,11395.28178
4.38684,0.00004,1321238.70408,11510.65481
4.38688,0.00004,1334843.30792,11632.00648
4.38692,0.00004,1347991.13400,11749.33724
4.38695,0.00004,1361892.90303,11875.62491
4.38699,0.00004,1375426.05674,11996.29713
4.38703,0.00004,1389334.69282,12114.36286
4.38706,0.00004,1403292.14180,12232.89415
4.38710,0.00004,1417655.24595,12354.04676
4.38714,0.00004,1432126.10554,12477.22167
4.38717,0.00004,1446323.96530,12601.04040
4.38721,0.00003,1460883.06611,12724.88672
4.38724,0.00003,1476038.10267,12853.61665
4.38727,0.00003,1490497.08491,12981.09879
4.38731,0.00003,1505612.26101,13110.60917
4.38734,0.00003,1521036.28413,13243.68951
4.38737,0.00003,1536172.47487,13376.23375
4.38741,0.00003,1551709.65306,13510.19004
4.38744,0.00003,1567767.12679,13649.20398
4.38747,0.00003,1583510.13380,13788.04846
4.38750,0.00003,1599022.41577,13924.42057
4.38754,0.00003,1615470.24214,14065.09320
4.38757,0.00003,1631578.03784,14205.58243
4.38760,0.00003,1648149.19006,14347.50522
4.38763,0.00003,1664737.64941,14491.99011
4.38766,0.00003,1682182.29904,14641.16721
4.38769,0.00003,1698634.75870,14788.87071
4.38772,0.00003,1715817.22209,14939.07491
4.38775,0.00003,1733077.13536,15089.10711
4.38778,0.00003,1750897.56233,15242.19028
4.38781,0.00003,1768254.99404,15396.35991
4.38783,0.00003,1786174.68194,15551.00323
4.38786,0.00003,1804237.52184,15709.13778
4.38789,0.00003,1822928.54165,15869.68251
4.38792,0.00003,1840993.08629,16031.32888
4.38795,0.00003,1859388.91270,16191.81981
4.38797,0.00003,1878139.16766,16353.86790
4.38800,0.00003,1897252.72242,16517.99943
4.38803,0.00003,1916343.31709,16684.56974
4.38805,0.00003,1935712.86755,16854.01823
4.38808,0.00003,1955323.11046,17023.83540
4.38810,0.00003,1974960.16238,17194.27734
4.38813,0.00003,1995097.00711,17370.41904
4.38816,0.00003,2015185.90591,17544.93420
4.38818,0.00003,2035393.59771,17720.60974
4.38821,0.00002,2055887.91417,17899.15896
4.38823,0.00002,2076880.07768,18079.55277
4.38825,0.00002,2097969.41723,18262.57798
4.38828,0.00002,2119022.42542,18449.11807
4.38830,0.00002,2140348.98657,18636.54645
4.38833,0.00002,2162077.69956,18823.38212
4.38835,0.00002,2183855.89959,19013.63043
4.38837,0.00002,2206196.60670,19206.20374
4.38839,0.00002,2228359.77582,19400.37894
4.38842,0.00002,2250495.05459,19593.60734
4.38844,0.00002,2273440.89850,19794.55516
4.38846,0.00002,2296420.48540,19994.14972
4.38848,0.00002,2319802.88385,20197.12013
4.38851,0.00002,2343014.29345,20400.13879
4.38853,0.00002,2366662.06297,20607.23848
4.38855,0.00002,2390475.45783,20813.70187
4.38857,0.00002,2414607.54035,21022.59013
4.38859,0.00002,2440540.49766,21243.74492
4.38861,0.00002,2462309.69460,21451.13384
4.38863,0.00002,2487690.17284,21662.36535
4.38865,0.00002,2512784.76993,21874.62461
4.38867,0.00002,2538089.19543,22088.72915
4.38869,0.00002,2564040.05452,22308.43883
4.38871,0.00002,2589970.52358,22530.42155
4.38873,0.00002,2616494.32988,22757.38582
4.38875,0.00002,2642910.00970,22987.11078
4.38877,0.00002,2669829.34797,23220.00273
4.38879,0.00002,2696912.26810,23457.32371
4.38881,0.00002,2724189.45214,23696.90581
4.38883,0.00002,2751763.44553,23938.28482
4.38884,0.00002,2779874.16145,24183.62265
4.38886,0.00002,2807634.23763,24430.70169
4.38888,0.00002,2835947.36136,24680.74888
4.38890,0.00002,2864589.08621,24932.41952
4.38892,0.00002,2893732.40002,25187.45971
4.38893,0.00002,2922770.88024,25444.48861
4.38895,0.00002,2952510.28587,25705.11719
4.38897,0.00002,2982007.04131,25968.11709
4.38898,0.00002,3012548.32286,26235.81877
4.38900,0.00002,3042788.16367,26502.35737
4.38902,0.00002,3073479.51929,26772.62996
4.38903,0.00002,3104923.58613,27048.27916
4.38905,0.00002,3136246.51016,27327.53524
4.38907,0.00002,3167383.74950,27604.48796
4.38908,0.00002,3199965.02282,27887.93654
4.38910,0.00002,3231970.35977,28171.33264
4.38911,0.00002,3265169.10327,28460.92858
4.38913,0.00002,3297400.79643,28758.87105
4.38914,0.00002,3330988.15849,29042.38817
4.38916,0.00002,3364147.68215,29328.36670
4.38917,0.00001,3398416.99659,29618.53380
4.38919,0.00001,3433122.58358,29913.06904
4.38920,0.00001,3467733.38065,30211.63608
4.38922,0.00001,3502023.87239,30508.17467
4.38923,0.00001,3538291.53866,30815.81308
4.38925,0.00001,3573676.33501,31123.77423
4.38926,0.00001,3609838.40514,31436.55559
4.38928,0.00001,3647291.97981,31759.50516
4.38929,0.00001,3683122.85298,32078.87934
4.38930,0.00001,3720101.12974,32400.32181
4.38932,0.00001,3758258.57707,32730.95735
4.38933,0.00001,3795841.82135,33060.19302
4.38934,0.00001,3834222.08361,33392.61429
4.38936,0.00001,3872868.56157,33727.72564
4.38937,0.00001,3911982.20488,34067.54877
4.38938,0.00001,3951353.45211,34408.58645
4.38939,0.00001,3990951.07147,34752.53568
4.38941,0.00001,4032642.08937,35106.84250
4.38942,0.00001,4072315.24635,35460.26637
4.38943,0.00001,4113600.74930,35817.06752
4.38944,0.00001,4154716.19235,36174.34801
4.38946,0.00001,4198205.04596,36547.97322
4.38947,0.00001,4239270.00046,36916.11043
4.38948,0.00001,4282247.76563,37285.48514
4.38949,0.00001,4325304.62364,37661.29820
4.38950,0.00001,4370397.81148,38048.05423
4.38952,0.00001,4413350.47820,38434.35052
4.38953,0.00001,4457625.94624,38817.71207
4.38954,0.00001,4502922.77467,39208.71899
4.38955,0.00001,4548336.46643,39599.96464
4.38956,0.00001,4594243.27853,39996.83180
4.38957,0.00001,4640517.86299,40399.52401
4.38958,0.00001,4687654.29870,40807.80037
4.38959,0.00001,4734865.65978,41214.36214
4.38960,0.00001,4784434.64718,41642.30649
4.38961,0.00001,4830920.85224,42059.73748
4.38963,0.00001,4880126.04413,42484.61801
4.38964,0.00001,4929164.36921,42918.97506
4.38965,0.00001,4978585.31706,43348.93162
4.38966,0.00001,5029303.23386,43784.72160
4.38967,0.00001,5079605.05441,44225.67942
4.38968,0.00001,5131149.50219,44670.45851
4.38969,0.00001,5183146.70947,45121.26470
4.38970,0.00001,5235294.13220,45574.84437
4.38970,0.00001,5288913.79194,46037.91056
4.38971,0.00001,5342527.58256,46505.74771
4.38972,0.00001,5395563.89490,46969.85427
4.38973,0.00001,5450233.01246,47449.22230
4.38974,0.00001,5505476.14414,47927.86437
4.38975,0.00001,5561363.13863,48414.12639
4.38976,0.00001,5616671.86000,48896.60795
4.38977,0.00001,5673391.07255,49394.46222
4.38978,0.00001,5731051.69365,49891.15955
4.38979,0.00001,5789107.55697,50395.05762
4.38980,0.00001,5850855.39671,50923.81229
4.38980,0.00001,5903063.77788,51421.60596
4.38981,0.00001,5963245.67018,51921.95260
4.38982,0.00001,6023705.03071,52428.09915
4.38983,0.00001,6086051.57591,52952.06401
4.38984,0.00001,6147548.80103,53481.58758
4.38985,0.00001,6209878.01179,54018.28214
4.38985,0.00001,6272530.70718,54559.46409
4.38986,0.00001,6336163.01711,55110.11007
4.38987,0.00001,6400675.56715,55669.07612
4.38988,0.00001,6465911.53261,56249.59095
4.38989,0.00001,6531083.81821,56823.01232
4.38989,0.00001,6597064.28455,57404.99176
4.38990,0.00001,6663677.03356,57990.99374
4.38991,0.00001,6731119.47486,58581.19035
4.38992,0.00001,6798684.62961,59177.29944
4.38992,0.00001,6867907.72914,59779.65180
4.38993,0.00001,6936986.69893,60387.46861
4.38994,0.00001,7006690.44430,61000.10135
4.38995,0.00001,7078659.70477,61625.32390
4.38995,0.00001,7149615.71848,62257.93304
4.38996,0.00001,7222543.66165,62902.89680
4.38997,0.00001,7294646.31108,63542.31447
4.38997,0.00001,7368878.59780,64192.70303
4.38998,0.00001,7443263.94982,64850.30430
4.38999,0.00001,7519000.19537,65519.75703
4.38999,0.00001,7593469.43504,66180.06720
4.39000,0.00001,7672139.95080,66859.54209
4.39001,0.00001,7748001.52381,67536.78497
4.39001,0.00001,7826799.50462,68225.36790
4.39002,0.00001,7904697.99719,68935.72068
4.39003,0.00001,7984748.78056,69608.75361
4.39003,0.00001,8065729.69855,70293.06914
4.39004,0.00001,8147119.45706,70983.96423
4.39005,0.00001,8230867.66364,71700.35700
4.39005,0.00001,8312140.83305,72410.89964
4.39006,0.00001,8396807.66761,73134.42553
4.39006,0.00001,8483321.67739,73875.14397
4.39007,0.00001,8568607.92380,74621.27305
4.39008,0.00001,8652912.82957,75362.91748
4.39008,0.00001,8742189.81225,76128.33786
4.39009,0.00001,8829657.32258,76894.72422
4.39009,0.00001,8917870.85696,77662.54328
4.39010,0.00001,9010521.06555,78454.88694
4.39010,0.00001,9099865.75923,79244.56625
4.39011,0.00001,9191414.56190,80036.90241
4.39012,0.00001,9283983.20010,80839.23783
4.39012,0.00001,9377867.29314,81648.67800
4.39013,0.00001,9472065.98911,82460.52465
4.39013,0.00001,9568605.88396,83294.60776
4.39014,0.00001,9666883.99251,84144.22129
4.39014,0.00001,9762836.31787,84995.80303
4.39015,0.00001,9861841.54882,85853.11303
4.39015,0.00001,9961263.52864,86721.55715
4.39016,0.00001,10062503.90767,87602.71473
4.39016,0.00001,10163368.05110,88491.52611
4.39017,0.00000,10266188.44627,89380.69393
4.39017,0.00000,10369098.97899,90287.15951
4.39018,0.00000,10477697.76213,91217.46389
4.39018,0.00000,10581015.66116,92143.22189
4.39019,0.00000,10686497.76419,93061.28288
4.39019,0.00000,10793996.77125,93987.22951
4.39020,0.00000,10904816.75063,94936.68934
4.39020,0.00000,11013910.91308,95888.07112
4.39021,0.00000,11124741.10347,96856.51341
4.39021,0.00000,11238055.15878,97828.92211
4.39021,0.00000,11351579.83533,98815.80440
4.39022,0.00000,11468742.33731,99840.52931
4.39022,0.00000,11585804.96125,100880.34841
4.39023,0.00000,11698966.30950,101889.18578
4.39023,0.00000,11817287.46492,102921.78132
4.39024,0.00000,11941184.80796,103988.70845
4.39024,0.00000,12057177.89068,105027.90788
4.39024,0.00000,12178663.86045,106093.05514
4.39025,0.00000,12301514.23586,107157.32605
4.39025,0.00000,12426574.84735,108235.27298
4.39026,0.00000,12551031.42932,109315.12159
4.39026,0.00000,12683663.93079,110444.50367
4.39027,0.00000,12805754.08882,111540.33312
4.39027,0.00000,12935104.22747,112653.18471
4.39027,0.00000,13066457.32031,113793.36987
4.39028,0.00000,13198201.22335,114932.65372
4.39028,0.00000,13332233.66178,116090.93047
4.39028,0.00000,13467413.28363,117262.89046
4.39029,0.00000,13602964.79517,118447.56370
4.39029,0.00000,13740211.96234,119638.02883
4.39030,0.00000,13879402.98870,120844.13004
4.39030,0.00000,14027577.60067,122108.26488
4.39030,0.00000,14154509.88400,123312.47564
4.39031,0.00000,14296854.00057,124511.61632
4.39031,0.00000,14440711.44851,125713.01163
4.39031,0.00000,14586477.92668,126925.81287
4.39032,0.00000,14735998.41918,128180.11608
4.39032,0.00000,14887668.60499,129460.66870
4.39032,0.00000,15038565.95142,130755.51354
4.39033,0.00000,15189700.51762,132065.48374
4.39033,0.00000,15344916.94435,133401.53861
4.39033,0.00000,15499844.32269,134768.35150
4.39034,0.00000,15658319.90724,136171.32220
4.39034,0.00000,15815871.08185,137559.15518
4.39034,0.00000,15975655.71511,138962.09398
4.39035,0.00000,16138467.92636,140419.67911
4.39035,0.00000,16299640.97283,141849.50844
4.39035,0.00000,16465470.33701,143299.40238
4.39036,0.00000,16631533.54099,144760.54919
4.39036,0.00000,16805536.82497,146280.19112
4.39036,0.00000,16968610.36392,147761.87147
4.39036,0.00000,17139032.93685,149292.20684
4.39037,0.00000,17314058.66185,150811.37489
4.39037,0.00000,17488285.09926,152340.73467
4.39037,0.00000,17664913.29902,153889.62770
4.39038,0.00000,17841139.46410,155438.01079
4.39038,0.00000,18024294.80465,157026.57941
4.39038,0.00000,18204920.11502,158625.06572
4.39038,0.00000,18390290.32697,160246.42618
4.39039,0.00000,18573972.26918,161869.29665
4.39039,0.00000,18766561.55512,163543.88914
4.39039,0.00000,18951316.78361,165257.85815
4.39040,0.00000,19143899.36867,166898.92780
4.39040,0.00000,19334940.53214,168534.23157
4.39040,0.00000,19532445.86089,170194.24333
4.39040,0.00000,19733669.36542,171892.24699
4.39041,0.00000,19929110.63152,173592.15256
4.39041,0.00000,20129254.14691,175318.69068
4.39041,0.00000,20336282.02931,177089.37902
4.39041,0.00000,20538299.66616,178848.55476
4.39042,0.00000,20746567.80375,180642.05462
4.39042,0.00000,20960191.61453,182478.83313
4.39042,0.00000,21166425.14214,184309.56511
4.39042,0.00000,21381189.51694,186161.66367
4.39043,0.00000,21597208.91650,188033.17255
4.39043,0.00000,21819809.77967,189962.41161
4.39043,0.00000,22033239.35527,191852.30438
4.39043,0.00000,22258557.29999,193788.41159
4.39043,0.00000,22480571.12965,195724.56029
4.39044,0.00000,22707889.09867,197724.83528
4.39044,0.00000,22939351.45479,199716.87524
4.39044,0.00000,23178342.89393,201769.50903
4.39044,0.00000,23408780.79372,203828.78947
4.39045,0.00000,23642682.11242,205886.89383
4.39045,0.00000,23881788.17933,207967.41334
4.39045,0.00000,24128285.73899,210087.46357
4.39045,0.00000,24365926.39651,212206.42417
4.39045,0.00000,24611159.59217,214331.58812
4.39046,0.00000,24860949.00105,216496.32727
4.39046,0.00000,25116785.65121,218699.35022
4.39046,0.00000,25366111.21384,220927.97549
4.39046,0.00000,25619500.72419,223129.14994
4.39046,0.00000,25880468.90656,225375.21194
4.39047,0.00000,26144145.75004,227642.57883
4.39047,0.00000,26405598.10782,229929.16110
4.39047,0.00000,26672977.37217,232270.38692
4.39047,0.00000,26939609.64998,234592.12427
4.39047,0.00000,27211191.77802,236927.06132
4.39048,0.00000,27489498.80455,239334.27710
4.39048,0.00000,27766926.99600,241741.83341
4.39048,0.00000,28047499.28855,244179.56862
4.39048,0.00000,28330048.94833,246665.00466
4.39048,0.00000,28614265.20002,249127.25851
4.39048,0.00000,28907992.25779,251651.82607
4.39049,0.00000,29198838.44722,254193.64289
4.39049,0.00000,29494188.41956,256793.86168
4.39049,0.00000,29790153.85778,259360.83405
4.39049,0.00000,30090410.23811,261967.50881
4.39049,0.00000,30396286.61433,264594.01400
4.39049,0.00000,30710829.02173,267295.52606
4.39050,0.00000,31012760.27742,269980.45517
4.39050,0.00000,31326408.28538,272744.96363
4.39050,0.00000,31639152.91706,275491.01567
4.39050,0.00000,31959381.94977,278254.16195
4.39050,0.00000,32285001.80667,281066.66624
4.39050,0.00000,32609776.00690,283935.55516
4.39051,0.00000,32945063.82938,286832.74813
4.39051,0.00000,33271253.78294,289708.46453
4.39051,0.00000,33629375.89495,292764.11965
4.39051,0.00000,33929414.13517,295618.48253
4.39051,0.00000,34275752.52247,298505.69272
4.39051,0.00000,34622313.11928,301412.04629
4.39051,0.00000,34975489.16610,304391.03485
4.39052,0.00000,35328509.56338,307419.30775
4.39052,0.00000,35685959.58494,310470.34953
4.39052,0.00000,36047932.46611,313571.50205
4.39052,0.00000,36418636.11131,316731.85282
4.39052,0.00000,36788495.52785,319933.78671
4.39052,0.00000,37168760.35812,323247.08666
4.39052,0.00000,37538582.28780,326552.95318
4.39053,0.00000,37915850.51558,329880.00082
4.39053,0.00000,38302831.80150,333261.50770
4.39053,0.00000,38687047.22037,336644.65756
4.39053,0.00000,39077979.59469,340093.88387
4.39053,0.00000,39467225.46952,343535.18751
4.39053,0.00000,39873616.44107,347066.46072
4.39053,0.00000,40270053.89722,350578.32543
4.39053,0.00000,40684024.15434,354168.78529
4.39054,0.00000,41088294.68648,357763.42429
4.39054,0.00000,41515895.39960,361528.74608
4.39054,0.00000,41924444.41288,365204.55899
4.39054,0.00000,42348743.56108,368925.84360
4.39054,0.00000,42909524.08627,373517.66174
