n,t,i,p,u,v,w
260,0.16,1,0.09167439029039581,8.557809030347386e-07,8.657579568849959e-07,5.799054367191e-07
261,0.17,1,0.09165566529266317,3.0088319022683834e-07,3.0281215393247615e-07,2.1309848344772242e-07
262,0.17,1,0.09006964613943454,0.0014093796868313228,0.0014197208356037003,0.0008368259433653936
263,0.17,1,0.0883479168203546,0.0016054503392180692,0.001619900497610733,0.0009249189964381655
264,0.17,1,0.08811992017912615,0.0003369188305384174,0.00033888766006893154,0.0001838084613106425
265,0.17,1,0.08548260403134623,0.0009112956942401316,0.0009143864573135603,0.0005515779645450554
266,0.17,1,0.08509662079388959,9.079155285117767e-07,9.2058980428609e-07,5.632186016908823e-07
267,0.18000000000000002,1,0.08507057986219484,3.12409527286929e-07,3.150781790732675e-07,2.041699230303063e-07
268,0.18000000000000002,1,0.08304575168287012,0.0014768594159542004,0.001488799080591816,0.0008556645439796995
269,0.18000000000000002,1,0.08098327146848361,0.0016966354907166589,0.0017128422668262634,0.0009512010782909378
270,0.18000000000000002,1,0.08078277309357704,0.0003530745982506535,0.00035561234496795784,0.00018618551152405795
271,0.18000000000000002,1,0.07811225786546128,0.0009413048366361887,0.0009449904805928921,0.000569310810519996
272,0.18000000000000002,1,0.07779047644191331,9.854031218835779e-07,9.989562314049243e-07,5.707792946547679e-07
273,0.19000000000000003,1,0.07777128698049497,3.314924793796248e-07,3.342761822145309e-07,2.019538853881869e-07
274,0.19000000000000003,1,0.07625840061310131,0.001552533975257875,0.0015648575344731125,0.0008886593666818594
275,0.19000000000000003,1,0.07476035279254033,0.0017931707172972066,0.0018098859318755928,0.0009941923660004225
276,0.19000000000000003,1,0.07428627418545261,0.0003716300587837071,0.00037484875108681557,0.00019430218329044495
277,0.19000000000000003,1,0.07284157450104274,0.0009665246723342833,0.0009710497258199031,0.0005802452241170178
278,0.19000000000000003,1,0.07263579532393705,1.068323806146427e-06,1.0816435177780302e-06,6.003261702978831e-07
279,0.20000000000000004,1,0.07263506840428127,3.523307682361361e-07,3.550592790116142e-07,2.0681326374835307e-07
280,0.20000000000000004,1,0.07289578479338955,0.001616478004244795,0.0016285998023720502,0.00092466005264066
